Date,AAPL,AMZN,GOOG,NVDA,SPY,TSLA,SPY_Volume,AAPL_Volume,NVDA_Volume,TSLA_Volume,GOOG_Volume,AMZN_Volume,AAPL_MA20,AAPL_MA50,AAPL_MA200,AMZN_MA20,AMZN_MA50,AMZN_MA200,GOOG_MA20,GOOG_MA50,GOOG_MA200,NVDA_MA20,NVDA_MA50,NVDA_MA200,SPY_MA20,SPY_MA50,SPY_MA200,TSLA_MA20,TSLA_MA50,TSLA_MA200,AAPL_STD,AAPL_Upper_Band,AAPL_Lower_Band,AMZN_STD,AMZN_Upper_Band,AMZN_Lower_Band,GOOG_STD,GOOG_Upper_Band,GOOG_Lower_Band,NVDA_STD,NVDA_Upper_Band,NVDA_Lower_Band,SPY_STD,SPY_Upper_Band,SPY_Lower_Band,TSLA_STD,TSLA_Upper_Band,TSLA_Lower_Band,AAPL_RSI,AMZN_RSI,GOOG_RSI,NVDA_RSI,SPY_RSI,TSLA_RSI,AAPL_Daily_Returns,AMZN_Daily_Returns,GOOG_Daily_Returns,NVDA_Daily_Returns,SPY_Daily_Returns,TSLA_Daily_Returns,Ticker
2020-02-27,66.3775634765625,94.21499633789062,65.66854858398438,6.2923970222473145,275.8288269042969,45.266666412353516,284353500,320605600,906416000,364158000,59566000,162880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06536817301169273,-0.048136265467272676,-0.05389827885336618,-0.055665656980858125,-0.0449116726326495,-0.1281458395846271,GOOG
2020-02-28,66.3387222290039,94.1875,66.72674560546875,6.7275848388671875,274.669921875,44.53266525268555,384975800,426510000,1133252000,363343500,75782000,189620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0005851562715510905,-0.0002918467224900523,0.01611421364263954,0.06916089609114451,-0.004201537026798818,-0.016215047800994142,AMZN
2020-03-02,72.5149154663086,97.69750213623047,69.20683288574219,6.886015892028809,286.5649108886719,49.574668884277344,238703600,341397200,890744000,302925000,48630000,135234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0931008772822639,0.03726611425327642,0.03716781416161519,0.023549469379608556,0.043306485589948096,0.11322034293215233,SPY
2020-03-03,70.2119140625,95.44950103759766,66.82937622070312,6.623458385467529,278.3598327636719,49.70066833496094,300139100,319475600,652792000,386760000,48046000,150690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03175900280651367,-0.023009811402324054,-0.03435291814269481,-0.038129088093626584,-0.02863252901255453,0.0025416095259802596,AAPL
2020-03-04,73.46864318847656,98.79149627685547,69.07779693603516,7.087292194366455,290.0600891113281,49.96666717529297,176613400,219178400,597408000,225735000,38266000,95458000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.870805198308474,33.03049142777446,33.51932427208569,53.53218283847209,34.60372761241151,48.19276926344636,0.04638428063757871,0.03501322901563819,0.033644197245035645,0.07002894589277098,0.0420328473095104,0.0053520173720666975,NVDA
2020-03-05,71.0855484008789,96.20149993896484,65.71588134765625,6.807797908782959,280.41802978515625,48.30266571044922,186366800,187572800,540328000,162790500,51226000,94964000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.65986258366192,29.951473487922563,28.36274151079688,50.01357391687588,30.342941922561863,45.697107592841746,-0.03243689667010807,-0.026216794314283476,-0.048668540942207295,-0.0394359760989762,-0.033241592649691065,-0.033302230445070524,TSLA
2020-03-06,70.14151763916016,95.05449676513672,64.68807220458984,6.627194404602051,275.7824401855469,46.89866638183594,228667200,226176800,515412000,189943500,53212000,105472000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.44219793671501,28.67657777961952,26.995430382726386,47.826022672912835,28.524479236491313,43.64348276678197,-0.013280206497036429,-0.011922924014239333,-0.015640194150771447,-0.02652891678055036,-0.016530996966068634,-0.029066704869448956,GOOG
2020-03-09,64.59388732910156,90.03050231933594,60.56039810180664,6.114037990570068,254.24530029296875,40.53333282470703,309417300,286744800,614160000,256105500,67308000,156264000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.28611248018351,23.8815769969622,22.338047357161802,42.18065837964392,21.944318077648106,35.79043379537883,-0.07909196288848674,-0.05285383245165354,-0.06380889029632164,-0.07743192408474342,-0.07809467447632956,-0.13572525720249962,AMZN
2020-03-10,69.24604797363281,94.59100341796875,63.7902946472168,6.5036396980285645,267.4012451171875,43.02199935913086,276444100,285290000,580648000,233916000,52228000,142666000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.87436095132985,34.57577127107282,32.19576581316426,47.26978249448145,32.228805350040794,40.31245743920798,0.07202168559431632,0.05065506668458686,0.05333347611058392,0.0637224871777693,0.05174508558883506,0.061398023823663106,SPY
2020-03-11,66.84107971191406,91.04299926757812,60.55292892456055,6.13969612121582,254.3657989501953,42.28200149536133,255316300,255598800,499964000,199837500,52170000,112496000,72.54331245422364,,,99.81637496948242,,,69.52459239959717,,,6.838244915008545,,,290.05273513793946,,,50.870833015441896,,,4.765270381986772,82.07385321819719,63.01277169025009,6.1780408622331935,112.17245669394882,87.46029324501603,5.199264534431661,79.9231214684605,59.12606333073384,0.46540537711355384,7.7690556692356525,5.907434160781437,19.86245368170484,329.77764250134913,250.3278277745298,6.054595685216046,62.98002438587399,38.7616416450098,36.145811228660314,30.93446555890702,28.316138816906538,43.42470848841207,28.256159933259255,39.42338840701878,-0.03473076561184407,-0.03750889642974897,-0.05075012963272929,-0.05595998451806383,-0.04874863675851415,-0.017200452670558586,AAPL
2020-03-12,60.24020767211914,83.83049774169922,55.545921325683594,5.388394355773926,230.02886962890625,37.369998931884766,392220700,418474000,816540000,283636500,84534000,226924000,71.58509387969971,,,98.60789985656739,,,68.51980304718018,,,6.768411874771118,,,285.9126609802246,,,50.18169956207275,,,5.2182573425079,82.0216085647155,61.14857919468391,6.823195343223623,112.25429054301463,84.96150917012014,5.855302529711422,80.23040810660302,56.80919798775733,0.5674108119033975,7.903233498577913,5.633590250964323,23.211912258607576,332.33648549743975,239.48883646300942,6.7636779195154615,63.709055401103676,36.654343723041826,29.93528198687122,25.138659293115822,23.582889337266987,36.77453049278982,22.644173283372265,34.054509151985584,-0.09875471892801202,-0.07922082514747941,-0.08268811579890545,-0.12236790723986468,-0.09567689296961746,-0.11617242301113506,NVDA
2020-03-13,67.45750427246094,89.25,60.76815414428711,5.999449729919434,249.69314575195312,36.44133377075195,329566100,370732000,634836000,339604500,74002000,176194000,71.01601238250733,,,97.69572486877442,,,67.78511772155761,,,6.731322431564331,,,282.77249069213866,,,49.3237663269043,,,5.001646065424845,81.01930451335701,61.01272025165764,6.792174441114788,111.280073751004,84.11137598654484,5.860247133643012,79.50561198884364,56.06462345427158,0.592949692412737,7.917221816389805,5.545423046738858,23.669880041096157,330.11225077433096,235.43273060994636,7.368465300779128,64.06069692846256,34.58683572534604,41.72516758268343,34.99422090641061,35.662482908232235,44.25233157406458,34.04302456918503,33.13572927805299,0.11980862748058163,0.06464833687376514,0.09401649471225593,0.1134021257168627,0.08548612248006182,-0.0248505535904755,TSLA
2020-03-16,58.7792854309082,84.4574966430664,54.02239227294922,4.892427921295166,222.3708038330078,29.67133331298828,297240000,322423600,726972000,307342500,85048000,178346000,70.01204910278321,,,96.58142471313477,,,66.69799842834473,,,6.615218615531921,,,278.2411712646484,,,48.14056625366211,,,5.3478280524556645,80.70770520769454,59.31639299787188,7.05278667785602,110.6869980688468,82.47585135742273,6.302081933152719,79.30216229465017,54.09383456203929,0.7092866636345203,8.033791942800962,5.19664528826288,26.126388424548274,330.493948113745,225.98839441555185,8.502994922999365,65.14655609966084,31.134576407663378,34.26001782129898,31.09560464357936,29.233988856465253,35.95557457440736,27.892871518859135,27.343946423178533,-0.12864719700422655,-0.053697516604298,-0.11100817469822832,-0.184520557461048,-0.10942367615524184,-0.18577806455584012,GOOG
2020-03-17,61.36381530761719,90.39199829101562,55.78954315185547,5.412308692932129,234.37704467773438,28.68000030517578,262070500,324056000,833632000,359919000,77230000,218342000,69.2095100402832,,,95.71184959411622,,,65.70190238952637,,,6.516669154167175,,,274.3504898071289,,,46.71323299407959,,,5.382715479403633,79.97494099909048,58.44407908147594,6.660146491401325,109.03214257691887,82.39155661131356,6.376421150085567,78.4547446896975,52.949060089355235,0.733465831366772,7.9836008169007195,5.049737491433631,26.59434061575054,327.53917103863,221.16180857562782,9.259783882470241,65.23280075902008,28.193665229139107,37.82759785836649,40.00834967316049,32.65856888462063,41.502376960531265,33.5720130207201,26.610473818783024,0.043970079897397873,0.07026613247879654,0.03271145176203394,0.10626232619066078,0.053991983829598356,-0.03341046380880208,AMZN
2020-03-18,59.861637115478516,91.5,54.64365768432617,5.052351951599121,222.50985717773438,24.08133316040039,327597100,300233600,874268000,356793000,84668000,192904000,68.2758020401001,,,94.86129951477051,,,64.63102474212647,,,6.377553987503052,,,269.7918167114258,,,44.85923309326172,,,5.29878723791404,78.87337651592819,57.67822756427202,5.992302742381916,106.84590499953434,82.87669403000668,6.34345961127923,77.31794396468493,51.94410551956801,0.7341858085099183,7.845925604522888,4.909182370483215,27.30208188220882,324.39598047584343,215.18765294700813,9.904378058509446,64.66798921028061,25.05047697624283,36.58488603892583,41.52905657365344,31.59099445203342,38.98477192921053,30.975181439129145,23.465930539998382,-0.024479869522588293,0.012257741060410998,-0.020539430918268486,-0.06650706043486976,-0.050632891614096565,-0.1603440409986845,SPY
2020-03-19,59.40297317504883,94.04650115966797,55.564849853515625,5.3051934242248535,222.98268127441406,28.50933265686035,289322000,271857200,765512000,452932500,73022000,207998000,67.35944633483886,,,94.18087463378906,,,63.62748050689697,,,6.258549547195434,,,265.32121963500975,,,43.28666639328003,,,5.160656857189917,77.68076004921869,57.03813262045903,5.180793203270195,104.54246104032944,83.81928822724868,6.093568591013819,75.81461768892461,51.44034332486933,0.7033046098741709,7.665158766943776,4.8519403274470925,27.27929727454555,319.87981418410084,210.76262508591867,9.877257284685209,63.041180962650444,23.53215182390961,36.193905677173674,44.980939134702574,33.47372399327444,41.66178473534304,31.20351467614685,31.820413916058843,-0.007662068104567266,0.027830613766863133,0.016858171803050492,0.050044311055112756,0.0021249579801851937,0.1838768421567878,AAPL
2020-03-20,55.631744384765625,92.30449676513672,53.42404556274414,5.125340938568115,213.37344360351562,28.50200080871582,347158800,401693200,804636000,424282500,72036000,196358000,66.34249992370606,,,93.55617446899414,,,62.59920043945313,,,6.148763704299927,,,260.5310203552246,,,41.70843315124512,,,5.373998706272611,77.09049733625127,55.59450251116083,4.54772102764689,102.65161652428793,84.46073241370036,5.98721611529068,74.57363267003448,50.62476820887177,0.700086064483743,7.548935833267413,4.748591575332441,27.582722729755567,315.69646581473575,205.36557489571345,9.572013966096362,60.852461083437845,22.564405219052393,33.06498512798871,43.106179910225066,31.31666706271497,40.30707482477291,29.096902293712922,31.814221264103075,-0.06348552250356454,-0.018522798541689034,-0.038528031595788326,-0.033901211751391824,-0.043094098680573345,-0.0002571736151377735,NVDA
2020-03-23,54.44989013671875,95.1415023803711,52.64185333251953,5.298219203948975,207.91790771484375,28.952667236328125,326025200,336752800,643876000,246817500,80882000,156170000,65.44689331054687,,,93.29002456665039,,,61.69004249572754,,,6.073500752449036,,,255.98074111938476,,,40.37676658630371,,,5.794165270242483,77.03522385103183,53.8585627700619,4.26938394416703,101.82879245498445,84.75125667831632,6.052584477343792,73.79521145041512,49.584873541039954,0.7068750369772627,7.487250826403561,4.65975067849451,28.409952071722316,312.8006452628294,199.16083697594013,9.390649330902203,59.158065248108116,21.595467924499303,32.1276313873873,46.98177000970449,30.54224146881788,42.250922041847396,27.943463592131057,32.68144678473908,-0.02124424213400211,0.030735291504301987,-0.014641201765709821,0.033730100583154066,-0.025568017259023024,0.015811747064244486,TSLA
2020-03-24,59.912601470947266,97.00499725341797,56.51991653442383,6.207202434539795,226.7559051513672,33.66666793823242,235494500,287531200,1101644000,343428000,66890000,142942000,64.94697551727295,,,93.2084243774414,,,61.05734081268311,,,6.057665896415711,,,252.82526702880858,,,39.39373340606689,,,5.820005583904329,76.5869866850816,53.30696434946429,4.176392543410866,101.56120946426313,84.85563929061968,5.888243853367004,72.83382851941711,49.2808531059491,0.6997659851350052,7.457197866685721,4.6581339261457,27.949356113782304,308.7239792563732,196.92655480124398,8.983853377806629,57.36144016168015,21.426026650453636,40.52085708134807,49.419087434797156,38.64347226261833,51.24153756805426,37.20075965999429,41.117572969936724,0.10032547945481873,0.019586561347294085,0.0736688197014641,0.17156391527049664,0.09060305407824454,0.16281749323562988,GOOG
2020-03-25,59.58255386352539,94.29199981689453,54.92714309692383,6.118522644042969,230.1504669189453,35.95000076293945,299430300,303602000,793432000,318340500,81630000,129582000,64.37510261535644,,,92.9740493774414,,,60.33321762084961,,,6.030426287651062,,,249.89282608032227,,,38.5952335357666,,,5.75340316393459,75.88190894322562,52.86829628748726,3.9614791897732697,100.89700775698795,85.05109099789486,5.694359095207789,71.72193581126518,48.944499430434036,0.6854053447364151,7.401236977123893,4.659615598178232,27.038175706417157,303.96917749315656,195.81647466748797,8.509074887915238,55.613383311597076,21.577083759936126,40.197422004594024,46.09661227509949,36.7477081219083,50.416879702274365,38.728340077303244,44.73049140640533,-0.005508817833288715,-0.027967604900146936,-0.028180746454745886,-0.014286595520611733,0.014970114076244823,0.06782176450892674,AMZN
2020-03-26,62.71796417236328,97.77449798583984,57.87953567504883,6.407982349395752,243.58885192871094,35.21066665649414,257632800,252087200,696108000,260710500,71434000,124426000,64.19212265014649,,,93.15202445983887,,,59.94376697540283,,,6.036205554008484,,,248.28082733154298,,,38.092433547973634,,,5.744553192894517,75.68122903593552,52.70301626435745,4.097777863371842,101.34758018658255,84.95646873309519,5.575369457186924,71.09450588977668,48.793028061028984,0.6882120680221168,7.412629690052718,4.6597814179642505,26.363141252346498,301.007109836236,195.55454482685,8.390388841418545,54.873211230810725,21.311655865136544,44.7122372957672,50.68028668791384,42.3894707594351,53.07169702661862,44.48545049829454,43.79349428172715,0.052622959331679375,0.03693312450375408,0.05375106753532122,0.04730875771696352,0.05838956222712488,-0.020565621439638027,SPY
2020-03-27,60.12129211425781,95.00499725341797,55.336669921875,6.2956366539001465,236.3334503173828,34.29066848754883,224341200,204216800,638828000,215661000,64170000,107758000,63.88125114440918,,,93.19289932250976,,,59.37426319122314,,,6.014608144760132,,,246.3640037536621,,,37.5803337097168,,,5.790322625191479,75.46189639479213,52.30060589402622,4.112700280995895,101.41829988450155,84.96749876051797,5.4257669846338805,70.2257971604909,48.52272922195538,0.6719590909849367,7.358526326730005,4.6706899627902585,25.72952468648141,297.8230531266249,194.90495438069928,8.288564670268542,54.15746305025388,21.003204369179713,41.891556240600664,47.23993926307845,39.15048043103089,51.90996874659991,42.18103289337204,42.597712929579714,-0.04140236521340557,-0.028325389436650084,-0.043933762140908605,-0.017532148088110655,-0.029785441960420656,-0.026128393930185068,AAPL
2020-03-30,61.83704376220703,98.19750213623047,57.135704040527344,6.6159844398498535,244.008544921875,33.47533416748047,171369500,167976400,602252000,179971500,51482000,122522000,63.3473575592041,,,93.21789932250977,,,58.770706748962404,,,6.001106572151184,,,244.23618545532227,,,36.775366973876956,,,5.433650817694598,74.2146591945933,52.4800559238149,4.142932290047787,101.50376390260534,84.93203474241419,4.922483929850107,68.61567460866262,48.92573888926219,0.6560530914101076,7.313212754971399,4.689000389330969,23.92647004653658,292.08912554839543,196.3832453622491,7.83155996296611,52.43848689980918,21.112247047944734,44.38797970598852,51.34052091247692,42.49808837694003,54.93892569872665,45.40298481524573,41.51580795954718,0.028538169883117526,0.03360354691971379,0.03251070440617854,0.050884096964403325,0.03247570157413171,-0.02377714859552571,NVDA
2020-03-31,61.710845947265625,97.48600006103516,57.932342529296875,6.566413879394531,240.3715362548828,34.93333435058594,194881100,197002000,949960000,266572500,49728000,102472000,62.92230415344238,,,93.31972427368164,,,58.32585506439209,,,5.998254346847534,,,242.3367706298828,,,36.037000274658205,,,5.1956930001183865,73.31369015367916,52.53091815320561,4.22488332149251,101.76949091666667,84.86995763069662,4.543294383442406,67.4124438312769,49.23926629750727,0.6533233013047637,7.304900949457061,4.691607744238007,22.542824839454564,287.4224203087919,197.25112095097367,7.2211650134472825,50.47933030155277,21.594670247763638,44.23743999005234,50.40035806913924,43.96809533522168,54.36827496343756,44.14753187736544,44.24295838961776,-0.002040812549621518,-0.007245622950859176,0.013942918918168345,-0.007492544897286235,-0.014905251240921347,0.04355446239344318,TSLA
2020-04-01,58.463802337646484,95.38500213623047,55.08307647705078,6.0550007820129395,229.55364990234375,32.104000091552734,189554600,176218400,656912000,200298000,46884000,82438000,62.17206211090088,,,93.14939956665039,,,57.62611904144287,,,5.946639776229858,,,239.3114486694336,,,35.14386692047119,,,4.647042059937511,71.4661462307759,52.87797799102586,4.058052528794141,101.26550462423867,85.0332945090621,3.820358912298816,65.2668368660405,49.98540121684524,0.6014776029912432,7.149594982212345,4.743684570247372,19.679326144419345,278.67010095827226,199.9527963805949,6.473583509308015,48.09103393908722,22.196699901855162,40.43738608347333,47.62685378398832,40.02675537414305,48.74309965156366,40.5554363832192,40.314326218496056,-0.0526170652788307,-0.02155179126735396,-0.04918264872174283,-0.07788316526718042,-0.04500485590385417,-0.08099239055277141,GOOG
2020-04-02,59.43937301635742,95.94149780273438,55.84135437011719,6.363891124725342,234.85064697265625,30.29800033569336,177660400,165934000,675764000,297876000,39298000,86720000,61.58975334167481,,,93.13639945983887,,,57.132392692565915,,,5.9244444370269775,,,237.0330795288086,,,34.2436336517334,,,4.177261001517592,69.94427534471,53.23523133863962,4.048164834538686,101.23272912891625,85.04006979076149,3.325923051664819,63.784238795895554,50.480546589236276,0.5756636229062794,7.0757716828395365,4.773117191214419,17.14423348565978,271.32154650012814,202.74461255748903,5.75992701062674,45.76348767298688,22.723779630479918,42.048115660852915,48.436248881517145,41.52895339639765,51.97511915018664,43.001009276501314,37.995100997742725,0.016686747007605085,0.005834205106051371,0.013766077379180564,0.051014087996486435,0.023075202997494992,-0.05625466454987249,AMZN
2020-04-03,58.585147857666016,95.32949829101562,54.69746780395508,6.075926303863525,231.4561004638672,32.000667572021484,135561200,129880000,663212000,338431500,46268000,72198000,61.0119348526001,,,93.15014953613282,,,56.63286247253418,,,5.896881031990051,,,234.8167625427246,,,33.49873371124268,,,3.7046072127160934,68.42114927803229,53.60272042716791,4.055483201420498,101.26111593897382,85.03918313329181,2.847191379482338,62.32724523149886,50.9384797135695,0.5529955715594552,7.002872175108962,4.79088988887114,14.538367784543272,263.89349811181114,205.74002697363807,4.942521992044958,43.3837776953326,23.61368972715276,41.002534169580315,47.56564762049326,39.90513422403511,48.88070202711165,41.81380654178186,41.41688621767845,-0.014371368931774042,-0.0063788821910731874,-0.02048457776615542,-0.045249803181421466,-0.014454064966592517,0.05619734693587186,SPY
2020-04-06,63.69596862792969,99.87950134277344,59.13352966308594,6.685983657836914,247.00213623046875,34.41600036621094,188061200,201820400,727884000,223527000,53294000,115464000,60.9670389175415,,,93.6425994873047,,,56.56151905059814,,,5.925478315353393,,,234.4546043395996,,,33.19286708831787,,,3.6641328282142744,68.29530457397004,53.63877326111295,4.250038847098984,102.14267718150266,85.14252179310672,2.7601437689309507,62.08180658846005,51.04123151273624,0.5789940304331129,7.083466376219619,4.767490254487168,14.112910663363973,262.68042566632755,206.22878301287165,4.665814391619832,42.524495871557534,23.861238305078203,49.14972082981887,54.1622110946429,48.34103890215645,54.99392722624614,48.787244841430024,45.971789958840084,0.08723748180478319,0.04772922477644714,0.08110177741738345,0.1004056539634901,0.06716623902090002,0.0754775752334993,AAPL
2020-04-07,62.958221435546875,100.58000183105469,59.113101959228516,6.452572345733643,247.25393676757812,36.36333465576172,201427200,202887200,784520000,268797000,47746000,102280000,60.65264759063721,,,93.94204940795899,,,56.32765941619873,,,5.922924947738648,,,233.44723892211914,,,32.859933853149414,,,3.1500835161332046,66.95281462290362,54.3524805583708,4.522624121824864,102.98729765160871,84.89680116430927,2.2700689882806304,60.86779739275999,51.787521439637466,0.5764170089983073,7.075758965735262,4.770090929742033,12.231014871257518,257.90926866463417,208.9852091796041,4.134895069128559,41.129723991406536,24.590143714892296,48.11678694155332,55.09878355218286,48.30740984515882,52.41138706649225,48.89408139948972,49.388470915484895,-0.011582321586037114,0.007013456003121421,-0.00034545044028000405,-0.03491054182127418,0.0010194265561915827,0.05658223700690801,NVDA
2020-04-08,64.5696029663086,102.1500015258789,60.29734802246094,6.649864196777344,255.55381774902344,36.589332580566406,153774500,168895200,542444000,189840000,39502000,79546000,60.53907375335693,,,94.49739952087403,,,56.31488037109375,,,5.948433351516724,,,233.50663986206055,,,32.57530040740967,,,2.9498025266530616,66.43867880666305,54.639468700050806,4.820057661231099,104.13751484333622,84.85728419841183,2.2456192458819793,60.80611886285771,51.82364187932979,0.5974204264945076,7.1432742045057385,4.753592498527709,12.340350748205783,258.1873413584721,208.825938365649,3.615482203162708,39.80626481373508,25.344336001084255,50.56077255846447,57.2090878110092,50.45905227536465,54.36225752934719,52.417686252433725,49.78535426029982,0.025594457626338052,0.015609461784076739,0.020033563186198977,0.03057568989120263,0.03356824603058728,0.006214994497730331,TSLA
2020-04-09,65.03556823730469,102.13800048828125,60.35563278198242,6.5502214431762695,259.4427185058594,38.20000076293945,189999200,161834800,525564000,204750000,43508000,92930000,60.77884178161621,,,95.41277465820312,,,56.55536594390869,,,6.006524705886841,,,234.9773323059082,,,32.616800498962405,,,3.114522279333908,67.00788634028402,54.54979722294839,4.408508030412605,104.22979071902833,86.59575859737791,2.410427194830358,61.37622033356941,51.73451155424797,0.5965834866940363,7.199691679274913,4.813357732498769,13.593201550622387,262.16373540715296,207.79092920466343,3.6776436582427885,39.972087815447985,25.26151318247683,51.27553011600613,57.18696257508851,50.568107577621504,53.176578780527336,54.017424655736576,52.63603003047026,0.007216480349727883,-0.00011748445832981957,0.0009666222716755435,-0.014984178721929808,0.015217541225133191,0.04402015748241661,GOOG
2020-04-13,66.31204986572266,108.44349670410156,60.66004180908203,6.722103595733643,257.0739440917969,43.39666748046875,114839100,131022800,398408000,337131000,34796000,134334000,60.7215690612793,,,96.3724494934082,,,56.54996032714844,,,6.042657399177552,,,235.34637222290038,,,32.96456718444824,,,2.993422502459502,66.7084140661983,54.73472405636029,5.0401771470183325,106.45280378744486,86.29209519937153,2.4005834936862076,61.35112731452085,51.74879333977603,0.6176448024188288,7.277947004015209,4.8073677943398945,14.104326916069375,263.55502605503915,207.13771839076162,4.32943316275519,41.62343350995862,24.30570085893786,53.268683842486666,64.87367681956046,51.172658318008224,54.999858004156785,52.851836767866864,60.43942343527057,0.01962743869262873,0.0617350661426328,0.005043589356426681,0.02624066286131943,-0.009130240492792985,0.13603839302984921,AMZN
