Ticker,AAPL,AMZN,GOOG,NVDA,SPY,TSLA
AAPL,1.0,0.5362334392714192,0.8955802248423128,0.8409800029320674,0.9467204423705782,0.6634300560478475
AMZN,0.5362334392714192,1.0,0.7146453067320319,0.6614178853533118,0.6781637115884281,0.48838163597861983
GOOG,0.8955802248423128,0.7146453067320319,1.0,0.8338054867076244,0.957690840090074,0.6650418882973186
NVDA,0.8409800029320674,0.6614178853533118,0.8338054867076244,1.0,0.906359152002444,0.34748157583493866
SPY,0.9467204423705782,0.6781637115884281,0.957690840090074,0.906359152002444,1.0,0.6139789419624359
TSLA,0.6634300560478475,0.48838163597861983,0.6650418882973186,0.34748157583493866,0.6139789419624359,1.0
